slots,layer,events,local_hidden_cosine,local_hidden_relative_l2,fifo_pool_hit8,fifo_ranked_recall8,fifo_ranked_recall16
22,46,1947,0.9962665188826125,0.0629344685625732,0.4405495634309194,0.18971494607087827,0.34058808423215203
22,47,340,0.9933495304619823,0.08384206413526006,0.3264705882352941,0.14705882352941177,0.2536764705882353
32,0,1947,0.9640107019360187,0.2628291622472688,0.21841294298921418,0.05386492039034412,0.10991268618387262
32,1,1947,0.9938045970723001,0.08095564826635167,0.3882896764252696,0.13373138161273754,0.23857216230097586
32,2,1947,0.9843770518601679,0.1268619030490883,0.44966615305598356,0.14727786337955828,0.2540446841294299
32,3,1947,0.996780421330947,0.0542414752786412,0.6577426810477658,0.19761171032357472,0.3841165896250642
32,4,1947,0.987101975159895,0.0945936320749602,0.6024011299435028,0.16994093477144326,0.32408834103749357
32,5,1947,0.9935952886771717,0.0828721350833117,0.5026322547508988,0.1770672829994864,0.296738572162301
32,6,1947,0.9900937989043065,0.10483145026634336,0.4589111453518233,0.1800205444273241,0.28807139188495123
32,7,1947,0.9940028473851141,0.09716054619929833,0.4621854134565999,0.16557524396507448,0.27664355418592707
32,8,1947,0.998893614919296,0.03527264162307954,0.6431689779147406,0.22765793528505393,0.4079994863893169
32,9,1947,0.9992005545186884,0.031614988561144954,0.7016563944530047,0.22560349255264509,0.4225089881869543
32,10,1947,0.9978782714343092,0.04859881807977105,0.6388032871083719,0.19433744221879815,0.3733949666153056
32,11,1947,0.9990463356057203,0.03539990541618891,0.6663456599897278,0.20441705187467898,0.4140986132511556
32,12,1947,0.9937382335870182,0.1009622993268296,0.48484848484848486,0.15780688238315357,0.2804956343091936
32,13,1947,0.9982150209973956,0.04740976615558774,0.6836800205444273,0.21013097072419107,0.4071648690292758
32,14,1947,0.9966964660059758,0.061942471192359475,0.6314843348741653,0.19176938880328712,0.3617103235747304
32,15,1947,0.9982972272589338,0.0355417013614397,0.8100924499229584,0.2132126348228043,0.4370184899845917
32,16,1947,0.9979593180170745,0.04717839515803994,0.7489727786337956,0.21520287621982537,0.421738572162301
32,17,1947,0.997470012883897,0.05916638324061352,0.6485618900873138,0.20030816640986132,0.38142013353877763
32,18,1947,0.9906421375272306,0.12425873624927575,0.46635850025680536,0.1467642526964561,0.25571391884951206
32,19,1947,0.996591528769733,0.07056233787077222,0.6243579866461222,0.21090138674884437,0.36845146379044685
32,20,1947,0.9960745008700317,0.07738714984523623,0.560477657935285,0.18066255778120185,0.33570878274268107
32,21,1947,0.9886561154201707,0.12683211015876109,0.5181689779147406,0.18496404725218285,0.3023882896764253
32,22,1947,0.9678370912022768,0.210029567615391,0.3101566512583462,0.10785824345146379,0.17212378017462762
32,23,1947,0.9969533192192803,0.0615500782123028,0.6832948125321007,0.20351823317925014,0.3967642526964561
32,24,1947,0.9940562042377185,0.08942129973693691,0.6070236260914227,0.20422444786851565,0.37673343605546994
32,25,1947,0.9965416796883203,0.06902421202726558,0.6560092449922958,0.20942475603492552,0.37410118130457115
32,26,1947,0.9917654080882893,0.09864277676220037,0.58198510529019,0.1807267591165896,0.33840523882896767
32,27,1947,0.9948574718674635,0.08256374224469351,0.6399589111453519,0.19594247560349257,0.35965588084232153
32,28,1947,0.9897634333154053,0.12350594705087387,0.47785053929121724,0.14843348741653825,0.25584232152028763
32,29,1947,0.9911264427002663,0.1015087822382444,0.6783513097072419,0.21334103749357985,0.39047252182845404
32,30,1947,0.984031770464801,0.13837342575002393,0.5795454545454546,0.1926040061633282,0.32479455572675914
32,31,1947,0.9933513608330823,0.0776522223110015,0.7585387776065742,0.21905495634309194,0.4324601951720596
32,32,1947,0.9935402736341018,0.08519710210168342,0.7269517205957884,0.19703389830508475,0.3843091936312275
32,33,1947,0.9896761889413028,0.11440677494160707,0.6242937853107344,0.19408063687724705,0.3533641499743195
32,34,1947,0.985020070688801,0.15176122697011277,0.4915254237288136,0.14991011813045713,0.26033641499743193
32,35,1947,0.9878479935575829,0.1331748142689768,0.616974833076528,0.17193117616846432,0.35034668721109397
32,36,1947,0.9850124681019797,0.1405368133361115,0.5861581920903954,0.19189779147406266,0.34964047252182845
32,37,1947,0.990450200764038,0.11928827391165418,0.5219568567026194,0.1628145865434001,0.2935285053929122
32,38,1947,0.9703391090655233,0.2169754291657568,0.3453389830508475,0.1054185927067283,0.19536466358500257
32,39,1947,0.9918394678536336,0.08878519988143925,0.701271186440678,0.21436825885978428,0.4028633795582948
32,40,1947,0.9953013105235458,0.07353685018053371,0.6835516178736518,0.21526707755521315,0.40896250642013354
32,41,1947,0.991538330950771,0.10283654390750054,0.5859655880842322,0.1850282485875706,0.3364149974319466
