slots,layer,events,recall8,recall16,recall32,residual_events,residual_recall8,residual_recall16,residual_recall32
32,26,1867,0.9309051955008034,0.9957150508837708,1.0,1807,0.9123771312620232,0.9964259361741375,1.0
32,27,1867,0.9086770219603643,0.9859400107123728,0.9989287627209427,1743,0.8725104499631178,0.9822999480916864,0.9988525530694206
32,28,1867,0.9475763256561328,0.9987279057311195,1.0,1832,0.9378203628613018,0.9986353711790393,1.0
32,29,1867,0.9337171933583289,0.9980583824317086,1.0,1691,0.8913463433865563,0.9933471318746304,1.0
32,30,1867,0.9298339582217461,0.9927691483663631,0.9986609534011783,1809,0.8961831056358419,0.9896858301087157,0.9963147226828818
32,31,1867,0.8877878950187467,0.9834627745045528,0.9934386716657739,1475,0.814001614205004,0.9664285714285714,0.9916949152542373
32,32,1867,0.9341189073379753,0.9949785752544189,0.9998660953401178,1567,0.9133109976600723,0.993743732336585,0.9998404594767071
32,33,1867,0.9359266202463846,0.9982592394215318,0.9998660953401178,1749,0.9285748318767186,0.998083939121675,0.9998570611778159
32,34,1867,0.9564809855382967,0.9945099089448313,0.9986609534011783,1849,0.950867908006902,0.9917522985397512,0.9972958355868037
32,35,1867,0.884775040171398,0.9902919121585431,0.9987279057311195,1779,0.8388092561364063,0.9870419443775261,0.9984254128857838
32,36,1867,0.9367970005356187,0.9981922870915908,0.9998660953401178,1752,0.9198324363992172,0.9980634377038486,0.999857305936073
32,37,1867,0.9440278521692554,0.9977236207820032,0.9996652383502946,1836,0.9362745098039216,0.9975982985786908,0.9996595860566448
32,38,1867,0.9315077664702731,0.9969201928227103,0.999196572040707,1858,0.9267158747244861,0.9968405607668255,0.9991202778204932
32,39,1867,0.9110203535083021,0.9928361006963042,0.999933047670059,1623,0.8597423935686412,0.9797090925094621,0.9999229821318546
32,40,1867,0.939542046063203,0.996719335832887,0.9998660953401178,1653,0.90990911186011,0.9959719701552733,0.9998487598306111
32,41,1867,0.9441617568291376,0.9978575254418853,0.9998660953401178,1775,0.9347914151576124,0.9973038229376258,0.9997887323943662
32,42,1867,0.9437600428494911,0.9986609534011783,0.9995982860203535,1779,0.9382846168259321,0.9985612569929602,0.9995784148397976
32,43,1867,0.9183181574718801,0.9900241028387788,0.9973219068023568,1647,0.9112470003180385,0.9876326365397403,0.9969641772920461
32,44,1867,0.9552088912694162,0.9993304767005892,0.999933047670059,1766,0.9549263873159684,0.9992396052418703,0.9999292185730464
32,45,1867,0.9197911087305838,0.9924343867166577,0.9984600964113551,1760,0.8977441829004329,0.9866876352813853,0.9976305465367966
32,46,1867,0.923942153186931,0.9930369576861274,0.9996652383502946,1814,0.9079323515514255,0.9923281881661155,0.9995268283719222
32,47,340,0.8356617647058824,0.9511029411764705,0.9794117647058823,340,0.8356617647058824,0.9511029411764705,0.9794117647058823
44,1,1867,0.9174477771826459,0.9969871451526513,0.999933047670059,1854,0.898215569938871,0.9956118045923872,0.9998202085580725
44,2,1867,0.8977637921799678,0.9923674343867167,0.9971210498125335,1845,0.8920531681507292,0.9913233965672991,0.996973803071364
44,3,1867,0.8696438136047134,0.9775040171397965,0.9929030530262453,1669,0.7862570972067675,0.9694677451567805,0.9916317155981625
44,4,1867,0.9443626138189609,0.9976566684520621,0.999933047670059,1679,0.9371132193198899,0.997131228906095,0.9998808814770697
44,5,1867,0.9283610069630424,0.9935725763256561,0.9985940010712373,1792,0.9183082217261905,0.9931082589285715,0.99853515625
44,6,1867,0.9586904124263524,0.9996652383502946,1.0,1781,0.9514304430362824,0.9996858372770782,1.0
44,7,1867,0.9331815747188003,0.9912961971076594,0.995915907873594,1783,0.9265777314851908,0.9908561012739364,0.9957234997195737
44,8,1867,0.932980717728977,0.9995313336904125,1.0,1695,0.8770670037926674,0.9993018682399213,1.0
44,9,1867,0.9302356722013926,0.9987279057311195,0.999933047670059,1552,0.8933518961708395,0.9985387518409425,0.9999194587628866
